shot_id,unit_order,sequence_id,feature_unit_id,primary_scene_id,feature_unit_title,shot_role,location,time_period,frame_brief,character_or_action_focus,camera_and_lens,lighting_and_palette,sound_or_transition,practical_vfx_note,evidence_ids,adaptation_decision_ids,visual_classification,asset_status
SB-013-3,13,SEQ-02,FU-012,SC-085,The Place Beside Her Is Empty,CONSEQUENCE,Puhar after divine transport,Act I break,Hold the changed condition after “The Place Beside Her Is Empty” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Puhar: humid gold, indigo shade, dyed textile colour; no fantasy glow",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0185;EV-0193;EV-0068;EV-0165;EV-0170,AD-0093;AD-0097;AD-0098;AD-0083;AD-0086,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-014-1,14,SEQ-03,FU-013,SC-066,Alone Where the City Cannot See,ENTRY,Manipallavam shore,Act II threshold,Establish Manipallavam shore as lived space before foregrounding “Alone Where the City Cannot See.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0151;EV-0159;EV-0069;EV-0081;EV-0088,AD-0036;AD-0073;AD-0074;AD-0075;AD-0032;AD-0033,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-014-2,14,SEQ-03,FU-013,SC-066,Alone Where the City Cannot See,DECISION,Manipallavam shore,Act II threshold,Stage the unit's decisive movement: Let divine removal produce fear disorientation bodily testing and incomplete recognition before sacred knowledge arrives,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0151;EV-0159;EV-0069;EV-0081;EV-0088,AD-0036;AD-0073;AD-0074;AD-0075;AD-0032;AD-0033,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-014-3,14,SEQ-03,FU-013,SC-066,Alone Where the City Cannot See,CONSEQUENCE,Manipallavam shore,Act II threshold,Hold the changed condition after “Alone Where the City Cannot See” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Use the registered spatial_or_montage transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0151;EV-0159;EV-0069;EV-0081;EV-0088,AD-0036;AD-0073;AD-0074;AD-0075;AD-0032;AD-0033,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-015-1,15,SEQ-03,FU-014,SC-027,The Pond That Remembers,ENTRY,Gomukhi pond and Buddha seat on Manipallavam,Act II,Establish Gomukhi pond and Buddha seat on Manipallavam as lived space before foregrounding “The Pond That Remembers.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0050;EV-0069;EV-0088,AD-0022;AD-0033;AD-0036,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-015-2,15,SEQ-03,FU-014,SC-027,The Pond That Remembers,DECISION,Gomukhi pond and Buddha seat on Manipallavam,Act II,Stage the unit's decisive movement: Join sacred geography previous birth and acceptance of the Amudhasurabhi without turning the island into fantasy spectacle,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0050;EV-0069;EV-0088,AD-0022;AD-0033;AD-0036,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-015-3,15,SEQ-03,FU-014,SC-027,The Pond That Remembers,CONSEQUENCE,Gomukhi pond and Buddha seat on Manipallavam,Act II,Hold the changed condition after “The Pond That Remembers” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Use the registered memory_or_revelation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0050;EV-0069;EV-0088,AD-0022;AD-0033;AD-0036,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-016-1,16,SEQ-03,FU-015,SC-015,The Vessel Chooses a Custodian,ENTRY,Gomukhi pond on Manipallavam,Act II,Establish Gomukhi pond on Manipallavam as lived space before foregrounding “The Vessel Chooses a Custodian.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0049;EV-0050;EV-0064;EV-0152;EV-0159,AD-0021;AD-0022;AD-0030;AD-0072;AD-0075;AD-0079,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-016-2,16,SEQ-03,FU-015,SC-015,The Vessel Chooses a Custodian,DECISION,Gomukhi pond on Manipallavam,Act II,Stage the unit's decisive movement: Turn receipt of Amudhasurabhi from magical reward into acceptance of responsibility for unknown lives,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0049;EV-0050;EV-0064;EV-0152;EV-0159,AD-0021;AD-0022;AD-0030;AD-0072;AD-0075;AD-0079,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-016-3,16,SEQ-03,FU-015,SC-015,The Vessel Chooses a Custodian,CONSEQUENCE,Gomukhi pond on Manipallavam,Act II,Hold the changed condition after “The Vessel Chooses a Custodian” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0049;EV-0050;EV-0064;EV-0152;EV-0159,AD-0021;AD-0022;AD-0030;AD-0072;AD-0075;AD-0079,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-017-1,17,SEQ-03,FU-016,SC-086,Sudhamathi Gives the Account,ENTRY,Madhavi household,Act II transition,Establish Madhavi household as lived space before foregrounding “Sudhamathi Gives the Account.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0185;EV-0186;EV-0190,AD-0092;AD-0093;AD-0098,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-017-2,17,SEQ-03,FU-016,SC-086,Sudhamathi Gives the Account,DECISION,Madhavi household,Act II transition,Stage the unit's decisive movement: Require Sudhamathi to reconstruct events before powerful listeners without allowing them to complete or diminish her testimony,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0185;EV-0186;EV-0190,AD-0092;AD-0093;AD-0098,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-017-3,17,SEQ-03,FU-016,SC-086,Sudhamathi Gives the Account,CONSEQUENCE,Madhavi household,Act II transition,Hold the changed condition after “Sudhamathi Gives the Account” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Manipallavam: pearl grey, salt white, shallow-water green; light remains physical",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0185;EV-0186;EV-0190,AD-0092;AD-0093;AD-0098,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-018-1,18,SEQ-04,FU-017,SC-098,Three Women Enter the Teacher's Space,ENTRY,Aravana's dwelling in Puhar,Act II-A,Establish Aravana's dwelling in Puhar as lived space before foregrounding “Three Women Enter the Teacher's Space.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0211;EV-0212;EV-0180;EV-0188,AD-0069;AD-0093;AD-0108;AD-0110,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-018-2,18,SEQ-04,FU-017,SC-098,Three Women Enter the Teacher's Space,DECISION,Aravana's dwelling in Puhar,Act II-A,Stage the unit's decisive movement: Stage Manimekalai Madhavi and Sudhamathi arriving as three distinct knowledge-bearers rather than one sacred heroine with attendants,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0211;EV-0212;EV-0180;EV-0188,AD-0069;AD-0093;AD-0108;AD-0110,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-018-3,18,SEQ-04,FU-017,SC-098,Three Women Enter the Teacher's Space,CONSEQUENCE,Aravana's dwelling in Puhar,Act II-A,Hold the changed condition after “Three Women Enter the Teacher's Space” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0211;EV-0212;EV-0180;EV-0188,AD-0069;AD-0093;AD-0108;AD-0110,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-019-1,19,SEQ-04,FU-018,SC-099,He Lets the Account Finish,ENTRY,Aravana's teaching space,Act II-A,Establish Aravana's teaching space as lived space before foregrounding “He Lets the Account Finish.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0213;EV-0151,AD-0074;AD-0109;AD-0111,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-019-2,19,SEQ-04,FU-018,SC-099,He Lets the Account Finish,DECISION,Aravana's teaching space,Act II-A,Stage the unit's decisive movement: Give Manimekalai uninterrupted ownership of the garden Manipallavam previous-life and vessel account before interpretation begins,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0213;EV-0151,AD-0074;AD-0109;AD-0111,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-019-3,19,SEQ-04,FU-018,SC-099,He Lets the Account Finish,CONSEQUENCE,Aravana's teaching space,Act II-A,Hold the changed condition after “He Lets the Account Finish” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0213;EV-0151,AD-0074;AD-0109;AD-0111,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-020-1,20,SEQ-04,FU-019,SC-100,Aputhiran Is Not a Legend,ENTRY,Aravana's teaching space intercut with Aputhiran's journey,Act II-A,Establish Aravana's teaching space intercut with Aputhiran's journey as lived space before foregrounding “Aputhiran Is Not a Legend.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0216;EV-0049;EV-0050,AD-0021;AD-0112;AD-0113,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-020-2,20,SEQ-04,FU-019,SC-100,Aputhiran Is Not a Legend,DECISION,Aravana's teaching space intercut with Aputhiran's journey,Act II-A,Stage the unit's decisive movement: Use Aputhiran's story to convert the miraculous vessel into a history of hunger isolation service and responsibility,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0216;EV-0049;EV-0050,AD-0021;AD-0112;AD-0113,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-020-3,20,SEQ-04,FU-019,SC-100,Aputhiran Is Not a Legend,CONSEQUENCE,Aravana's teaching space intercut with Aputhiran's journey,Act II-A,Hold the changed condition after “Aputhiran Is Not a Legend” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0216;EV-0049;EV-0050,AD-0021;AD-0112;AD-0113,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-021-1,21,SEQ-04,BR-002,SC-120,Seven Days of Milk,ENTRY,Groves near Korkai or textually verified southern settlement,Branch story opening,Establish Groves near Korkai or textually verified southern settlement as lived space before foregrounding “Seven Days of Milk.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0262;EV-0263,AD-0135;AD-0137,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-021-2,21,SEQ-04,BR-002,SC-120,Seven Days of Milk,DECISION,Groves near Korkai or textually verified southern settlement,Branch story opening,Stage the unit's decisive movement: Establish Aputhiran's first survival through a cow's response to an abandoned infant before human adoption begins,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0262;EV-0263,AD-0135;AD-0137,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-021-3,21,SEQ-04,BR-002,SC-120,Seven Days of Milk,CONSEQUENCE,Groves near Korkai or textually verified southern settlement,Branch story opening,Hold the changed condition after “Seven Days of Milk” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0262;EV-0263,AD-0135;AD-0137,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-022-1,22,SEQ-04,BR-003,SC-121,The Cow at the Fire,ENTRY,Brahmin ritual household or enclosure,Youth branch story,Establish Brahmin ritual household or enclosure as lived space before foregrounding “The Cow at the Fire.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0264;EV-0265;EV-0266;EV-0267,AD-0136;AD-0137,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-022-2,22,SEQ-04,BR-003,SC-121,The Cow at the Fire,DECISION,Brahmin ritual household or enclosure,Youth branch story,Stage the unit's decisive movement: Show the learned young Aputhiran reading animal fear intervening against sacrifice and accepting social danger without graphic spectacle,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0264;EV-0265;EV-0266;EV-0267,AD-0136;AD-0137,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-022-3,22,SEQ-04,BR-003,SC-121,The Cow at the Fire,CONSEQUENCE,Brahmin ritual household or enclosure,Youth branch story,Hold the changed condition after “The Cow at the Fire” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0264;EV-0265;EV-0266;EV-0267,AD-0136;AD-0137,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-023-1,23,SEQ-04,BR-004,SC-123,He Eats What Remains,ENTRY,Madurai Sindhadevi precinct and surrounding streets,Branch story middle,Establish Madurai Sindhadevi precinct and surrounding streets as lived space before foregrounding “He Eats What Remains.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0269;EV-0267;EV-0268,AD-0134;AD-0138;AD-0133;AD-0135;AD-0136,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-023-2,23,SEQ-04,BR-004,SC-123,He Eats What Remains,DECISION,Madurai Sindhadevi precinct and surrounding streets,Branch story middle,Stage the unit's decisive movement: Establish ordinary collection accessible feeding reciprocal recipient relationships leftovers and overnight service before any miracle,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0269;EV-0267;EV-0268,AD-0134;AD-0138;AD-0133;AD-0135;AD-0136,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-023-3,23,SEQ-04,BR-004,SC-123,He Eats What Remains,CONSEQUENCE,Madurai Sindhadevi precinct and surrounding streets,Branch story middle,Hold the changed condition after “He Eats What Remains” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0269;EV-0267;EV-0268,AD-0134;AD-0138;AD-0133;AD-0135;AD-0136,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-024-1,24,SEQ-04,BR-005,SC-124,What Can Heaven Give Me?,ENTRY,Sindhadevi feeding space,Branch story middle,Establish Sindhadevi feeding space as lived space before foregrounding “What Can Heaven Give Me?.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0270;EV-0271,AD-0138;AD-0139,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-024-2,24,SEQ-04,BR-005,SC-124,What Can Heaven Give Me?,DECISION,Sindhadevi feeding space,Branch story middle,Stage the unit's decisive movement: Stage Aputhiran's refusal of Indra's boon as ethical courage sharpened by pride while recipients and service labour remain present,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0270;EV-0271,AD-0138;AD-0139,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-024-3,24,SEQ-04,BR-005,SC-124,What Can Heaven Give Me?,CONSEQUENCE,Sindhadevi feeding space,Branch story middle,Hold the changed condition after “What Can Heaven Give Me?” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0270;EV-0271,AD-0138;AD-0139,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-025-1,25,SEQ-04,BR-006,SC-125,The Feeding Hall Is Empty,ENTRY,Former feeding space and surrounding villages,Branch story turn,Establish Former feeding space and surrounding villages as lived space before foregrounding “The Feeding Hall Is Empty.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0272;EV-0273;EV-0006;EV-0053,AD-0140;AD-0021;AD-0022;AD-0028,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-025-2,25,SEQ-04,BR-006,SC-125,The Feeding Hall Is Empty,DECISION,Former feeding space and surrounding villages,Branch story turn,Stage the unit's decisive movement: Hold prosperity and Aputhiran's identity collapse in the same sequence without suggesting famine should return or recipients owe him dependence,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0272;EV-0273;EV-0006;EV-0053,AD-0140;AD-0021;AD-0022;AD-0028,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-025-3,25,SEQ-04,BR-006,SC-125,The Feeding Hall Is Empty,CONSEQUENCE,Former feeding space and surrounding villages,Branch story turn,Hold the changed condition after “The Feeding Hall Is Empty” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0272;EV-0273;EV-0006;EV-0053,AD-0140;AD-0021;AD-0022;AD-0028,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-026-1,26,SEQ-04,BR-007,SC-127,The Ship Leaves in Darkness,ENTRY,Manipallavam landing and offshore vessel,Branch story climax,Establish Manipallavam landing and offshore vessel as lived space before foregrounding “The Ship Leaves in Darkness.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0275;EV-0014;EV-0070;EV-0077;EV-0085;EV-0274,AD-0141;AD-0006;AD-0036;AD-0038;AD-0139;AD-0140,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-026-2,26,SEQ-04,BR-007,SC-127,The Ship Leaves in Darkness,DECISION,Manipallavam landing and offshore vessel,Branch story climax,Stage the unit's decisive movement: Build the abandonment through storm fatigue miscommunication and asymmetric knowledge rather than fate montage or deliberate betrayal,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0275;EV-0014;EV-0070;EV-0077;EV-0085;EV-0274,AD-0141;AD-0006;AD-0036;AD-0038;AD-0139;AD-0140,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-026-3,26,SEQ-04,BR-007,SC-127,The Ship Leaves in Darkness,CONSEQUENCE,Manipallavam landing and offshore vessel,Branch story climax,Hold the changed condition after “The Ship Leaves in Darkness” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0275;EV-0014;EV-0070;EV-0077;EV-0085;EV-0274,AD-0141;AD-0006;AD-0036;AD-0038;AD-0139;AD-0140,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-027-1,27,SEQ-04,BR-008,SC-128,The Vessel Chooses the Future,ENTRY,Gomukhi pond on Manipallavam,Branch story ending,Establish Gomukhi pond on Manipallavam as lived space before foregrounding “The Vessel Chooses the Future.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0276;EV-0277;EV-0278,AD-0141;AD-0142,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-027-2,27,SEQ-04,BR-008,SC-128,The Vessel Chooses the Future,DECISION,Gomukhi pond on Manipallavam,Branch story ending,Stage the unit's decisive movement: Show Aputhiran relinquishing ownership to future compassionate hands while treating his subsequent fast as sacred and tragic rather than exemplary self-erasure,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0276;EV-0277;EV-0278,AD-0141;AD-0142,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-027-3,27,SEQ-04,BR-008,SC-128,The Vessel Chooses the Future,CONSEQUENCE,Gomukhi pond on Manipallavam,Branch story ending,Hold the changed condition after “The Vessel Chooses the Future” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0276;EV-0277;EV-0278,AD-0141;AD-0142,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-028-1,28,SEQ-04,FU-020,SC-101,Do Not Hide the Vessel,ENTRY,Puhar threshold opening onto public streets,Act II-A,Establish Puhar threshold opening onto public streets as lived space before foregrounding “Do Not Hide the Vessel.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0217;EV-0054;EV-0067;EV-0152;EV-0153;EV-0171;EV-0179,AD-0022;AD-0079;AD-0113;AD-0083;AD-0090,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
